CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE
50001789,RESTAURANTE & PANADERIA GUATELINDA,QUEENS,170-18,JAMAICA AVE,11432,Spanish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,88,
41299050,MASTER EXPRESS DELI & RESTAURANT,QUEENS,12696,WILLETS POINT BOULEVARD,11368,Delicatessen,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,Critical,50,
41355257,CASTILLO ECUATORIANO RESTAURANT,BROOKLYN,4020,5 AVENUE,11232,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,94,
50042233,MODHU MITA INDIAN RESTAURANT,MANHATTAN,2546,7TH AVE,10039,Indian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,30,
50063280,ENZO'S OF ARTHUR AVE,BRONX,,ARTHUR AVE,10458,Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,42,
41648141,NEW ASIA,MANHATTAN,666,AMSTERDAM AVENUE,10025,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,52,
50001484,TOYAMA CUISINE,BROOKLYN,6001,7TH AVE,11220,Japanese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,18,
41402316,SAZON,MANHATTAN,105,READE STREET,10013,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,50,
41178943,GOLDEN PALACE CHINESE RESTAURANT,BRONX,682,CASTLE HILL AVENUE,10473,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,65,
50036787,A WIN XIN KITCHEN,BROOKLYN,615,WILSON AVE,11207,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,47,
50004189,RAIZES CHURRASCARIA,BROOKLYN,139,NASSAU AVE,11222,Portuguese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,
50044709,SWEETS BAKERY,MANHATTAN,135,WALKER ST,10013,Bakery,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,34,
50007456,PEKING OISHI,BROOKLYN,315,UTICA AVE,11213,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,41,
50047071,IL POSTINO,QUEENS,5376,65TH PL,11378,Pizza/Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,66,
41448603,TOMO JAPANESE RESTAURANT,BROOKLYN,1077,FLUSHING AVENUE,11237,Japanese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,102,
50011059,PARDON MY FRENCH,MANHATTAN,103,AVENUE B,10009,French,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,58,
40511243,CITY CRAB SHACK,MANHATTAN,10,EAST   16 STREET,10003,Seafood,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,66,
50015315,MY PIZZERIA,STATEN ISLAND,755,TARGEE ST,10304,Pizza/Italian,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,44,
41711365,HOMETOWN CUISINE,BROOKLYN,5017,8 AVENUE,11220,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,81,
50015811,AREPAS GRILL,QUEENS,2119,BROADWAY,11106,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,31,
50015855,KABAB HOUSE NYC,QUEENS,4339,MAIN ST,11355,Pakistani,Establishment re-closed by DOHMH,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34,
41560644,GOODFELLA'S PIZZERIA,STATEN ISLAND,1718,HYLAN BOULEVARD,10305,Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,53,
50018728,KHAO SARN,BROOKLYN,338,BEDFORD AVE,11249,Thai,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,47,
41118794,TAQUERIA COCOYOC,BROOKLYN,211,WYCKOFF AVENUE,11237,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,43,
50051897,LIAN JIANG RESTAURANT,QUEENS,4226,COLLEGE POINT BLVD,11355,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,58,
50005755,NEW SHUN HING CHINESE RESTAURANT,BROOKLYN,1111,Pennsylvania Ave,11207,Chinese,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,5,
40380648,PORTO BELLO RESTAURANT,MANHATTAN,208,THOMPSON STREET,10012,Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,47,
50059979,SHANGHAI FAMILY DUMPLING,BROOKLYN,6301,8TH AVE,11220,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,48,
50009827,PIO BAGEL,BROOKLYN,134,LAWRENCE ST,11201,Bagels/Pretzels,Establishment re-closed by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,13,
41513074,WB CARIBBEAN RESTAURANT,BROOKLYN,9407,CHURCH AVENUE,11212,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,28,
41260791,MANTA LLAVE DEL MAR BAR RESTAURANT,QUEENS,9912,NORTHERN BOULEVARD,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,86,
40744833,CAFE ORLIN,MANHATTAN,41,ST MARKS PLACE,10003,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,
41574650,TROPICAL JERK,QUEENS,21795,HEMPSTEAD AVENUE,11429,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,68,
50017257,PICK & PAY GYRO & PIZZA,MANHATTAN,30,LEXINGTON AVE,10010,Pizza,Establishment re-closed by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,18,
41299050,MASTER EXPRESS DELI & RESTAURANT,QUEENS,12696,WILLETS POINT BOULEVARD,11368,Delicatessen,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,50,
40512172,THE ASTORIA WORLD MANOR,QUEENS,2522,_ASTORIA BOULEVARD,11102,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,41,
41356273,MAOZ FALAFEL AND GRILL,MANHATTAN,2047,BROADWAY,10023,Vegetarian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,91,
50019029,AMMOS ESTIATORIO,MANHATTAN,52,VANDERBILT AVE,10017,Greek,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,42,
50018785,MIDO,MANHATTAN,612,AMSTERDAM AVE,10024,Asian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,42,
41444879,GRAND BO KY RESTAURANT,MANHATTAN,214216,GRAND STREET,10013,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,73,
